no,name,rarity,attribute,story,cutin1,cutin2,cutin3
541,[鋼王]葉空すみれ,6,闇,不毛な戦いは、彼女の仲間を何人も灰にした。もはや涙すら枯れて果て、ただ無機質な感情で「同族」を破壊し続ける彼女は、いつしかこの世界よりも、自身が生まれたことこそを呪うようになった。であればこそ、或いはそれは必然だったのかもしれない。彼女はある日「過去」からの通信を受ける。機種識別子HOJと名乗るそれとの出会いこそ、葉空すみれの「過去」との戦いの幕開けであった。,ここで因果を絶つ,私は必ず過去に勝つ,この心、潰れるまで
542,[手術王]オズワルド,5,光,<span style="color:#FF1493"><strong>「いりょうにっし　だい２１ごう」</strong></span><br class="spacer">今日も大勢の患者が、僕の元へと連れて来られた。足を失ったもの、視力を失ったもの、頭を失ったもの、命を失ったもの。僕はそれらを椅子に座らせ、並べて端から診察し、そして、患者たちに足りない部品を診断する。部品は他者から調達しても良いし、手に入らなければ、竜や獣の部品で代用しても良い。とにかくそれらが再び「生き」始めれば、僕はとっても満足だ。,さぁ、手術を始めよう,悪いが部品になってもらう,あ、しまった……
543,[執刀王]オズワルド,6,光,<span style="color:#FF1493"><strong>「いりょうにっし　だい８６２ごう」</strong></span><br class="spacer">或る雨の日。蒼い鎧を身にまとった騎士が、壊れた人形を抱えてやって来た。致命傷を負っていた騎士は、自分の体を部品とし、その手に抱えた人形を「治す」ことを、僕に望んだ。果たして望みの通り、騎士は人形の一部となり、人形は再び「生き」始めた。残念ながら、所詮まがい物である人形の命はそう長くは保たないが、それでも彼女は笑顔で、その体の一部となった騎士と共に、まだ見ぬ広い世界へ旅立っていった。,さぁ、執刀開始だ,君の部品が必要なんだ,残念、手術は失敗だ……
544,[狩竜王]ヴィクター,5,火,幾つか現存する、竜人族の末裔たちが住まう谷の中でも、とりわけ近代・武装化が進んでいる｢火の谷｣。その谷の若き王ヴィクターは、｢グルト｣と呼ばれる竜討伐組織を作り上げ、自身もまたその組織の長として、日々効率的に各地のドラゴンたちを駆逐していた。そんな或る日、ヴィクターの元に、親友が治める｢光りの谷｣がドラゴンたちに侵攻されたとの報が舞い込む。,全ての竜を討伐する,谷の平和を護るためだ,竜を無力化する
545,[狩瀧王]ヴィクター,6,火,焼け朽ちた｢光りの谷｣に、もはやかつての美しさは微塵も残ってはいなかった。ヴィクター率いる火の谷の竜討伐組織｢グルト｣のメンバーたちは、光りの谷を襲撃したドラゴンたちを、わずか一両日中に駆逐し尽くした。しかしグルトメンバーらが谷に駆けつけた時、ことの全ては既に終わっており、そしてまた、ヴィクターの親友の姿も、もう其処からは喪われていた。在りし日の友情に想いを馳せるヴィクターであったが、しかし彼女はそれを振り切り、次なる谷へと歩を定めた。,討つは無垢なる悪の竜,我らの使命は竜の駆逐,我らの布陣に死角は無い
546,[慈王]イザナミ,5,水,それは、古くから伝わる或る伝承。遙か東の、更に東。広い海のただ中に小さな島が一つ浮かんでいる。島の名は無く、其処に住むのも、たった一人の老婆のみ。しかし、彼女が作り出す料理の数々は、それを食した者たちを瞬く間に幸福へと導く。ある者は武勲を上げ、またある者は奇異な病を完治させた。老婆は望む者全てに自身の料理を振る舞ったが、ただ一つだけそれらの者に決まり事を課した。それは、炊事を行う彼女の姿を決して見てはならぬという事であった。,もごもご……,飯、喰ってくかい？,心は力、力は心
547,[艶王]イザナミ,6,水,その男は、老婆の料理を欲し続けた。国を造り、民を増やし、それらを収めた男は、更なる栄光を求め、彼女の住む島へと足しげく通った。老婆はそれを拒まなかった。いつも通りのやさしい笑顔で、温かな料理を男に振る舞った。ある時、男は老婆を自身の城へと招く事を決めた。老婆はそれも拒まなかった。そして男は、自身と自身の客人の眼前で老婆に炊事を披露する事を強いた。果たして老婆は、拒まなかった。,さぁさ、罰をお受け,いいねぇ、いい精気だ,これが私の本当の姿さ
548,[音王]ポルン,5,光,<span style="color:#FF1493"><strong>[GD5555　二十二の月・光の讃日]</strong></span><br class="spacer">わたしがひろったこれは、どうやら西の世界では「がっき」と呼ばれているものらしいです。音をならすだけの、笛のようなものかと思っていましたが、聞くところによると、どうやら音をつなげて出すことで「おんがく」というげんしょうがはっせいする装置なんだそうです。でも「おんがく」には「きょく」というものも必要なんだそうで、なんだかこんがらがってきました。おやすみなさい。,いい音がでないなぁ…,ふんす…ふんす…
549,[音楽王]ポルン,6,光,<span style="color:#FF1493"><strong>[GD6666　六十六の月・光の讃日]</strong></span><br class="spacer">音をたのしむのが｢音楽｣ですが、それをもっとひきたてるのが｢曲｣とよばれるものなのです。私は長い年月を掛け、そのいくつかを手に入れることに成功しました。でも、西の世界にはもっとたくさんの｢曲｣があると聞いたので、いつかかならず海をわたってその｢曲｣たちをかなでてみたいです。それでは、おやすみなさい。,いろんな曲にであうため！,曲をかなでます！
550,[断王]ゾルス,5,火,何度も「人ならざるモノ」たちを検査してきたが一向にその成果を得ることは出来ぬままだ。いかに辛抱強い私といえど、これではまったくらちが明かない。つい先日にはランク［F］の機体を処分したばかりだが、今、私の後ろでくたばっているデカブツも、また面倒な手続きを得て廃棄担当に持っていってもらわねばなるまい。まったく迷惑千万。人類の頂点たる頭脳を持つ私にこんな無駄な時間を使わせるとは、そ……,……
551,[断罪王]ゾルス,6,火,帝国の科学者たちが行っていた研究の中には｢東の世界｣に捿息する｢人ならざるモノ｣たちについての｢検査｣或いは｢改良｣というものがあった。心と体を何度も切り刻まれ、廃棄物としてのレッテルを貼られたゾルスであったが、しかし、誇りは決して失わず、ついに好機が巡ってきた時、真っ白な研究室の中、己に背を向け書類に筆を走らせ続ける科学者に、裁きの槌は振り下ろされた。,……ツミヲ、ツグナエ,……ワタシガ、サバク
